HSS 12 x 4 x 3/16,12,4,0.174,19.6,5.37,91.8,15.3,4.13,16.4,8.2,1.75,19.6,9,46.1
HSS 12 x 3.5 x 3/8,12,3.5,0.349,36.3,10,156,26,3.94,21.3,12.2,1.46,34.7,14,64.7
HSS 12 x 3.5 x 5/16,12,3.5,0.291,30.7,8.46,134,22.4,3.98,18.6,10.6,1.48,29.6,12.1,56
HSS 12 x 3 x 5/16,12,3,0.291,29.7,8.17,124,20.7,3.9,13.1,8.73,1.27,27.9,10,41.3
HSS 12 x 3 x 1/4,12,3,0.233,24.1,6.63,103,17.2,3.94,11.1,7.38,1.29,22.9,8.28,34.5
HSS 12 x 3 x 3/16,12,3,0.174,18.3,5.02,79.6,13.3,3.98,8.72,5.81,1.32,17.5,6.4,26.8
HSS 12 x 2 x 1/4,12,2,0.233,22.4,6.17,86.9,14.5,3.75,4.41,4.41,0.845,20.1,5.08,15.1
HSS 12 x 2 x 3/16,12,2,0.174,17.1,4.67,67.4,11.2,3.8,3.55,3.55,0.872,15.5,3.97,12
HSS 10 x 8 x 1/2,10,8,0.465,55.5,15.3,214,42.7,3.73,151,37.8,3.14,51.9,44.5,288
HSS 10 x 8 x 3/8,10,8,0.349,42.7,11.8,169,33.9,3.79,120,30,3.19,40.5,34.8,224
HSS 10 x 8 x 5/16,10,8,0.291,36,9.92,145,29,3.82,103,25.7,3.22,34.4,29.6,190
HSS 10 x 8 x 1/4,10,8,0.233,29.2,8.03,119,23.8,3.85,84.7,21.2,3.25,28.1,24.2,155
HSS 10 x 8 x 3/16,10,8,0.174,22.2,6.06,91.4,18.3,3.88,65.1,16.3,3.28,21.4,18.4,118
HSS 10 x 6 x 5/8,10,6,0.581,59.1,16.4,201,40.2,3.5,89.4,29.8,2.34,51.3,35.8,209
HSS 10 x 6 x 1/2,10,6,0.465,48.7,13.5,171,34.3,3.57,76.8,25.6,2.39,43,30.1,176
HSS 10 x 6 x 3/8,10,6,0.349,37.6,10.4,137,27.4,3.63,61.8,20.6,2.44,33.8,23.7,139
